,id,neighbourhood_group_cleansed,price,neighbourhood_cleansed,accommodates,availability_365,minimum_nights,revenue
123,209673,Gràcia,77.0,la Vila de Gràcia,3,281,2,539.0
124,209988,Sant Andreu,80.0,Sant Andreu,6,359,3,40.0
134,232400,Gràcia,95.0,la Vila de Gràcia,2,249,3,918.33
136,234567,Eixample,190.0,la Dreta de l'Eixample,5,301,2,1013.33
144,252232,Sant Martí,80.0,Sant Martí de Provençals,6,101,2,1760.0
155,264125,Sant Martí,89.0,el Camp de l'Arpa del Clot,6,301,3,474.67
161,268017,Eixample,177.0,la Dreta de l'Eixample,6,89,2,4071.0
162,268022,Eixample,177.0,la Dreta de l'Eixample,6,100,2,3908.75
164,269467,Eixample,110.0,la Sagrada Família,3,319,4,421.67
170,273229,Eixample,72.0,Sant Antoni,2,259,4,636.0
171,273932,Eixample,100.0,l'Antiga Esquerra de l'Eixample,4,123,3,2016.67
174,275336,Eixample,130.0,la Nova Esquerra de l'Eixample,6,301,3,693.33
175,275346,Sarrià-Sant Gervasi,215.0,Sarrià,6,325,3,716.67
178,276324,Gràcia,104.0,la Vila de Gràcia,4,339,5,225.33
179,276527,Gràcia,60.0,el Coll,6,228,2,685.0
184,282679,Eixample,225.0,Sant Antoni,6,326,4,731.25
185,283231,Ciutat Vella,85.0,"Sant Pere, Santa Caterina i la Ribera",4,257,1,765.0
188,288034,Eixample,100.0,la Nova Esquerra de l'Eixample,4,185,1,1500.0
194,290592,Eixample,69.0,la Sagrada Família,6,292,3,419.75
196,295200,Gràcia,80.0,la Vila de Gràcia,3,218,3,980.0
198,297066,Sants-Montjuïc,126.0,el Poble Sec,5,326,1,409.5
199,302179,Eixample,90.0,l'Antiga Esquerra de l'Eixample,6,122,3,1822.5
200,302440,Ciutat Vella,40.0,el Raval,4,194,32,570.0
201,305213,Eixample,103.0,Sant Antoni,2,153,3,1819.67
203,308166,Eixample,145.0,la Dreta de l'Eixample,6,70,3,3564.58
204,315769,Eixample,75.0,la Sagrada Família,6,316,3,306.25
207,318865,Gràcia,105.0,la Vila de Gràcia,2,55,3,2712.5
208,320506,Sants-Montjuïc,99.0,el Poble Sec,2,287,4,643.5
213,330766,Eixample,120.0,la Dreta de l'Eixample,4,21,6,3440.0
214,330957,Eixample,120.0,la Dreta de l'Eixample,5,340,2,250.0
217,335861,Sant Martí,95.0,el Poblenou,2,285,1,633.33
220,342641,Sarrià-Sant Gervasi,90.0,"Vallvidrera, el Tibidabo i les Planes",4,332,2,247.5
221,343622,Sants-Montjuïc,115.0,Hostafrancs,6,358,4,67.08
224,343864,Gràcia,139.0,la Vila de Gràcia,6,284,3,938.25
225,343866,Gràcia,89.0,la Vila de Gràcia,2,336,3,215.08
228,351395,Eixample,125.0,el Fort Pienc,6,309,3,583.33
231,352772,Eixample,145.0,la Nova Esquerra de l'Eixample,5,338,2,326.25
232,353640,Ciutat Vella,110.0,el Barri Gòtic,6,265,2,916.67
233,357576,Gràcia,75.0,la Vila de Gràcia,6,256,32,681.25
237,359841,Sant Martí,60.0,el Poblenou,4,244,2,605.0
240,364030,Eixample,125.0,Sant Antoni,4,262,3,1072.92
242,365911,Eixample,113.0,la Nova Esquerra de l'Eixample,4,253,3,1054.67
247,375961,Eixample,77.0,la Dreta de l'Eixample,4,260,3,673.75
248,377161,Gràcia,60.0,el Coll,4,219,2,730.0
254,382000,Gràcia,110.0,el Camp d'en Grassot i Gràcia Nova,6,301,3,586.67
261,385049,Ciutat Vella,234.0,"Sant Pere, Santa Caterina i la Ribera",6,203,2,3159.0
263,393717,Ciutat Vella,144.0,el Raval,4,288,2,924.0
268,402657,Sants-Montjuïc,75.0,el Poble Sec,4,114,3,1568.75
273,412649,Sants-Montjuïc,67.0,la Font de la Guatlla,3,329,2,201.0
277,417239,Gràcia,97.0,la Vila de Gràcia,5,287,30,630.5
283,432482,Eixample,180.0,la Dreta de l'Eixample,5,287,2,1170.0
287,439057,Gràcia,125.0,la Vila de Gràcia,6,291,2,770.83
288,440427,Eixample,120.0,la Sagrada Família,6,328,3,370.0
292,440996,Sants-Montjuïc,135.0,Hostafrancs,3,310,3,618.75
293,443222,Eixample,129.0,la Sagrada Família,6,172,3,2074.75
297,447175,Sarrià-Sant Gervasi,65.0,Sarrià,3,296,4,373.75
298,448794,Ciutat Vella,90.0,el Raval,6,363,30,15.0
299,449854,Ciutat Vella,120.0,"Sant Pere, Santa Caterina i la Ribera",4,252,3,1130.0
303,451758,Ciutat Vella,100.0,el Raval,3,100,3,2208.33
314,463880,Sant Martí,90.0,el Poblenou,4,308,2,427.5
319,472062,Gràcia,175.0,la Vila de Gràcia,4,330,3,510.42
320,472779,Ciutat Vella,194.0,"Sant Pere, Santa Caterina i la Ribera",6,47,3,5141.0
321,473395,Sarrià-Sant Gervasi,180.0,Sant Gervasi - Galvany,5,80,4,4275.0
322,473459,Gràcia,200.0,la Vila de Gràcia,5,185,4,3000.0
324,474669,Sants-Montjuïc,105.0,Sants - Badal,4,332,3,288.75
333,484390,Eixample,25.0,la Sagrada Família,2,114,31,522.92
335,487233,Sants-Montjuïc,160.0,el Poble Sec,5,131,4,3120.0
337,490517,Gràcia,130.0,el Camp d'en Grassot i Gràcia Nova,5,59,3,3315.0
339,490803,Eixample,135.0,la Sagrada Família,6,145,3,2475.0
343,494834,Horta-Guinardó,82.0,el Baix Guinardó,4,125,3,1640.0
344,495504,Eixample,169.0,la Dreta de l'Eixample,6,99,2,3746.17
345,496997,Eixample,140.0,l'Antiga Esquerra de l'Eixample,6,90,3,3208.33
346,497545,Eixample,130.0,l'Antiga Esquerra de l'Eixample,6,101,3,2860.0
348,498632,Eixample,120.0,l'Antiga Esquerra de l'Eixample,5,161,1,2040.0
350,503765,Eixample,120.0,la Dreta de l'Eixample,3,97,5,2680.0
355,508212,Eixample,128.0,l'Antiga Esquerra de l'Eixample,2,51,4,3349.33
361,512666,Ciutat Vella,210.0,el Raval,6,294,6,1242.5
362,512737,Ciutat Vella,130.0,el Raval,5,264,6,1094.17
363,513825,Eixample,130.0,el Fort Pienc,6,291,3,801.67
373,519494,Sant Martí,247.0,la Vila Olímpica del Poblenou,6,8,3,7348.25
376,520389,Eixample,150.0,l'Antiga Esquerra de l'Eixample,6,62,3,3787.5
377,522705,Eixample,81.0,la Dreta de l'Eixample,4,259,4,715.5
387,534410,Eixample,140.0,el Fort Pienc,4,310,3,641.67
389,536440,Horta-Guinardó,124.0,el Baix Guinardó,4,19,5,3575.33
390,536470,Gràcia,120.0,el Camp d'en Grassot i Gràcia Nova,4,48,3,3170.0
391,536645,Gràcia,95.0,el Coll,2,120,4,1939.58
392,537176,Eixample,90.0,Sant Antoni,6,283,3,615.0
394,543342,Eixample,115.0,l'Antiga Esquerra de l'Eixample,4,304,3,584.58
396,544995,Sant Martí,249.0,la Vila Olímpica del Poblenou,6,296,3,1431.75
399,548052,Eixample,90.0,la Sagrada Família,6,365,3,0.0
407,556979,Eixample,160.0,Sant Antoni,6,328,2,493.33
408,557772,Eixample,80.0,l'Antiga Esquerra de l'Eixample,5,228,3,913.33
413,558886,Eixample,111.0,la Nova Esquerra de l'Eixample,5,327,3,351.5
421,563971,Eixample,70.0,Sant Antoni,4,289,2,443.33
423,566869,Sants-Montjuïc,55.0,el Poble Sec,3,151,2,980.83
425,567962,Sants-Montjuïc,53.0,la Bordeta,3,364,32,4.42
429,569527,Sant Martí,119.0,el Poblenou,4,324,3,406.58
430,569610,Sants-Montjuïc,120.0,Sants,2,17,4,3480.0
432,572833,Gràcia,100.0,la Vila de Gràcia,5,260,3,875.0
439,576550,Sant Martí,214.0,la Vila Olímpica del Poblenou,6,1,3,6491.33
440,576728,Sarrià-Sant Gervasi,149.0,el Putxet i el Farró,6,247,6,1465.17
448,585762,Eixample,193.0,la Dreta de l'Eixample,6,102,2,4229.92
450,588268,Eixample,100.0,la Sagrada Família,3,164,5,1675.0
451,588996,Eixample,95.0,Sant Antoni,6,299,3,522.5
453,590503,Eixample,69.0,la Dreta de l'Eixample,6,298,2,385.25
456,594235,Gràcia,79.0,la Vila de Gràcia,2,218,15,967.75
457,594580,Gràcia,120.0,la Vila de Gràcia,6,299,1,660.0
458,594965,Ciutat Vella,42.0,la Barceloneta,2,301,32,224.0
460,597715,Gràcia,90.0,la Vila de Gràcia,4,177,3,1410.0
461,598329,Ciutat Vella,160.0,la Barceloneta,4,276,3,1186.67
462,600162,Nou Barris,50.0,Vilapicina i la Torre Llobeta,2,294,4,295.83
465,602284,Gràcia,120.0,la Vila de Gràcia,6,299,1,660.0
473,617561,Sarrià-Sant Gervasi,102.0,Sant Gervasi - Galvany,4,328,3,314.5
474,619728,Eixample,90.0,la Sagrada Família,6,150,2,1612.5
479,625716,Horta-Guinardó,112.0,el Baix Guinardó,5,332,2,308.0
482,630566,Sant Martí,139.0,el Poblenou,6,320,3,521.25
484,631119,Eixample,80.0,l'Antiga Esquerra de l'Eixample,6,8,1,2380.0
489,636702,Eixample,290.0,la Dreta de l'Eixample,6,360,5,120.83
491,637693,Sant Martí,98.0,el Camp de l'Arpa del Clot,6,322,3,351.17
494,639137,Eixample,90.0,la Nova Esquerra de l'Eixample,4,296,1,517.5
495,639820,Eixample,140.0,Sant Antoni,5,312,1,618.33
496,639941,Gràcia,90.0,la Vila de Gràcia,3,316,3,367.5
504,645513,Sant Martí,110.0,el Poblenou,4,308,3,522.5
510,662879,Sants-Montjuïc,100.0,el Poble Sec,5,299,3,550.0
518,667177,Sant Martí,225.0,el Parc i la Llacuna del Poblenou,6,324,3,768.75
522,670546,Eixample,299.0,la Dreta de l'Eixample,4,110,4,6353.75
523,670782,Eixample,90.0,Sant Antoni,4,280,2,637.5
525,671458,Sants-Montjuïc,85.0,el Poble Sec,4,315,3,354.17
529,674723,Eixample,75.0,Sant Antoni,5,219,2,912.5
541,682871,Sarrià-Sant Gervasi,89.0,Sant Gervasi - Galvany,5,248,2,867.75
543,683195,Gràcia,95.0,la Vila de Gràcia,3,293,4,570.0
546,686830,Sant Martí,120.0,el Poblenou,3,323,3,420.0
549,688527,Sant Martí,65.0,Provençals del Poblenou,4,264,2,547.08
550,688703,Sants-Montjuïc,115.0,el Poble Sec,6,44,4,3076.25
551,688946,Sant Martí,90.0,el Clot,4,325,3,300.0
552,691152,Eixample,135.0,la Sagrada Família,5,209,2,1755.0
553,692480,Horta-Guinardó,50.0,Sant Genís dels Agudells,2,195,2,708.33
557,698593,Gràcia,105.0,la Vila de Gràcia,4,146,3,1916.25
560,699927,Gràcia,36.0,la Vila de Gràcia,2,244,3,363.0
561,700150,Eixample,302.0,la Dreta de l'Eixample,4,329,2,906.0
562,702095,Eixample,105.0,la Dreta de l'Eixample,4,294,3,621.25
563,703719,Eixample,250.0,la Sagrada Família,4,94,8,5645.83
564,705049,Horta-Guinardó,380.0,el Guinardó,5,363,1,63.33
568,715036,Sants-Montjuïc,141.0,el Poble Sec,4,129,3,2773.0
569,717710,Eixample,55.0,la Nova Esquerra de l'Eixample,2,115,3,1145.83
570,718469,Eixample,81.0,la Sagrada Família,4,264,1,681.75
573,721470,Eixample,999.0,el Fort Pienc,2,123,3,20146.5
574,721473,Eixample,999.0,el Fort Pienc,4,130,3,19563.75
575,721478,Eixample,700.0,el Fort Pienc,6,103,3,15283.33
576,721479,Eixample,700.0,el Fort Pienc,6,99,3,15516.67
583,722742,Gràcia,110.0,la Vila de Gràcia,5,315,3,458.33
585,724331,Eixample,110.0,Sant Antoni,2,351,3,128.33
586,724523,Sants-Montjuïc,85.0,el Poble Sec,5,275,2,637.5
587,725009,Eixample,120.0,Sant Antoni,4,297,3,680.0
588,725659,Gràcia,75.0,la Vila de Gràcia,6,304,3,381.25
590,729078,Ciutat Vella,69.0,el Raval,4,223,1,816.5
593,732214,Ciutat Vella,46.0,la Barceloneta,4,318,31,180.17
594,732671,Eixample,130.0,Sant Antoni,6,227,3,1495.0
596,733941,Sants-Montjuïc,75.0,el Poble Sec,4,200,3,1031.25
604,739557,Eixample,160.0,la Dreta de l'Eixample,6,196,2,2253.33
610,742241,Gràcia,38.0,Vallcarca i els Penitents,5,121,1,772.67
613,744153,Eixample,45.0,la Dreta de l'Eixample,2,145,3,825.0
627,757149,Eixample,100.0,l'Antiga Esquerra de l'Eixample,5,256,1,908.33
629,758216,Eixample,85.0,Sant Antoni,5,219,3,1034.17
633,759351,Sants-Montjuïc,79.0,la Font de la Guatlla,2,67,2,1961.83
635,759769,Eixample,90.0,la Dreta de l'Eixample,6,97,3,2010.0
636,759811,Eixample,190.0,la Dreta de l'Eixample,6,125,3,3800.0
637,760131,Eixample,40.0,la Dreta de l'Eixample,3,348,3,56.67
641,764452,Sant Martí,140.0,el Parc i la Llacuna del Poblenou,5,336,3,338.33
643,767596,Gràcia,150.0,el Camp d'en Grassot i Gràcia Nova,6,303,2,775.0
644,770175,Eixample,59.0,la Sagrada Família,4,295,3,344.17
649,773523,Eixample,140.0,la Sagrada Família,6,305,3,700.0
651,773886,Gràcia,75.0,la Vila de Gràcia,6,149,2,1350.0
652,775644,Eixample,116.0,la Nova Esquerra de l'Eixample,4,303,3,599.33
653,775794,Sant Martí,45.0,el Poblenou,2,99,5,997.5
654,776038,Gràcia,160.0,la Vila de Gràcia,6,121,2,3253.33
655,776174,Ciutat Vella,56.0,el Barri Gòtic,4,102,32,1227.33
656,776315,Eixample,79.0,la Dreta de l'Eixample,5,30,2,2205.42
658,777527,Eixample,100.0,Sant Antoni,4,142,2,1858.33
659,777538,Ciutat Vella,60.0,"Sant Pere, Santa Caterina i la Ribera",4,323,3,210.0
660,777587,Eixample,115.0,Sant Antoni,5,106,3,2482.08
664,786250,Eixample,150.0,Sant Antoni,4,41,4,4050.0
668,790404,Gràcia,60.0,la Vila de Gràcia,3,330,3,175.0
669,790475,Gràcia,60.0,la Vila de Gràcia,3,337,3,140.0
671,791717,Sant Martí,110.0,el Poblenou,4,271,32,861.67
673,795314,Les Corts,160.0,les Corts,5,286,6,1053.33
674,795991,Sants-Montjuïc,90.0,el Poble Sec,4,218,3,1102.5
675,796809,Sant Martí,85.0,el Poblenou,4,303,3,439.17
678,800045,Les Corts,100.0,les Corts,4,21,2,2866.67
683,804268,Sant Martí,125.0,la Vila Olímpica del Poblenou,4,316,2,510.42
688,811918,Les Corts,38.0,la Maternitat i Sant Ramon,3,200,2,522.5
689,813031,Sants-Montjuïc,124.0,el Poble Sec,6,295,3,723.33
692,814177,Sant Martí,120.0,el Poblenou,6,233,2,1320.0
693,814182,Sant Martí,120.0,el Poblenou,6,236,2,1290.0
697,821100,Eixample,100.0,Sant Antoni,6,259,2,883.33
699,823272,Eixample,119.0,la Dreta de l'Eixample,4,224,2,1398.25
700,824902,Eixample,80.0,la Sagrada Família,5,236,32,860.0
701,826397,Sarrià-Sant Gervasi,160.0,el Putxet i el Farró,4,62,3,4040.0
702,827250,Eixample,135.0,la Sagrada Família,4,220,32,1631.25
703,827787,Ciutat Vella,300.0,el Raval,6,12,3,8825.0
704,829660,Eixample,109.0,Sant Antoni,6,282,2,753.92
711,837986,Sants-Montjuïc,115.0,el Poble Sec,4,4,3,3459.58
713,839655,Eixample,80.0,Sant Antoni,4,288,2,513.33
715,840123,Les Corts,40.0,la Maternitat i Sant Ramon,2,273,2,306.67
719,842126,Gràcia,143.0,la Vila de Gràcia,4,53,3,3718.0
728,846423,Gràcia,165.0,la Vila de Gràcia,6,227,3,1897.5
729,847195,Eixample,90.0,la Nova Esquerra de l'Eixample,4,139,3,1695.0
740,851800,Gràcia,63.0,la Vila de Gràcia,3,25,9,1785.0
741,852134,Eixample,54.0,Sant Antoni,4,312,3,238.5
748,853731,Eixample,80.0,la Dreta de l'Eixample,6,69,2,1973.33
750,856853,Ciutat Vella,45.0,el Raval,2,33,2,1245.0
755,859813,Eixample,195.0,el Fort Pienc,4,270,3,1543.75
757,861172,Sants-Montjuïc,160.0,el Poble Sec,6,227,1,1840.0
759,862524,Eixample,159.0,la Dreta de l'Eixample,4,348,3,225.25
761,862690,Sant Martí,200.0,la Vila Olímpica del Poblenou,5,248,7,1950.0
764,865273,Eixample,135.0,la Dreta de l'Eixample,5,287,3,877.5
765,865367,Eixample,125.0,la Dreta de l'Eixample,4,320,3,468.75
766,866298,Sants-Montjuïc,69.0,Sants,4,285,3,460.0
767,866315,Eixample,79.0,la Dreta de l'Eixample,4,320,1,296.25
772,871899,Gràcia,140.0,la Vila de Gràcia,4,54,3,3628.33
775,875171,Eixample,70.0,la Nova Esquerra de l'Eixample,6,313,2,303.33
777,877884,Eixample,149.0,la Nova Esquerra de l'Eixample,4,344,3,260.75
781,879356,Sants-Montjuïc,65.0,Sants,5,253,3,606.67
782,879524,Ciutat Vella,100.0,el Raval,4,323,3,350.0
784,883382,Horta-Guinardó,79.0,el Carmel,6,234,2,862.42
785,884420,Les Corts,90.0,la Maternitat i Sant Ramon,5,251,5,855.0
790,888988,Sarrià-Sant Gervasi,190.0,Sant Gervasi - Galvany,6,304,25,965.83
792,889575,Horta-Guinardó,136.0,el Guinardó,6,271,4,1065.33
793,892906,Eixample,93.0,la Dreta de l'Eixample,5,340,3,193.75
794,892922,Eixample,149.0,la Dreta de l'Eixample,6,288,3,956.08
798,893052,Gràcia,100.0,la Vila de Gràcia,2,326,3,325.0
800,893399,Sant Martí,95.0,Provençals del Poblenou,6,159,3,1630.83
801,895091,Eixample,94.0,l'Antiga Esquerra de l'Eixample,6,119,3,1927.0
803,896367,Eixample,119.0,el Fort Pienc,5,87,3,2756.83
805,897901,Eixample,98.0,la Sagrada Família,5,131,3,1911.0
807,900003,Ciutat Vella,60.0,"Sant Pere, Santa Caterina i la Ribera",4,304,1,305.0
809,901211,Eixample,120.0,l'Antiga Esquerra de l'Eixample,6,277,4,880.0
814,904862,Ciutat Vella,80.0,el Raval,6,320,3,300.0
815,906559,Eixample,60.0,el Fort Pienc,2,204,2,805.0
816,907219,Gràcia,85.0,la Vila de Gràcia,6,315,3,354.17
818,912414,Sants-Montjuïc,60.0,Hostafrancs,3,32,5,1665.0
820,916232,Eixample,129.0,la Dreta de l'Eixample,4,309,3,602.0
821,917308,Eixample,190.0,la Dreta de l'Eixample,6,296,2,1092.5
824,919483,Sants-Montjuïc,91.0,el Poble Sec,4,20,2,2616.25
826,922906,Sants-Montjuïc,116.0,el Poble Sec,6,69,2,2861.33
827,922907,Sants-Montjuïc,83.0,el Poble Sec,4,39,2,2254.83
829,924449,Eixample,180.0,la Dreta de l'Eixample,6,351,3,210.0
830,925557,Gràcia,80.0,el Camp d'en Grassot i Gràcia Nova,4,278,4,580.0
831,927148,Ciutat Vella,70.0,el Barri Gòtic,4,286,32,460.83
837,929663,Sants-Montjuïc,134.0,el Poble Sec,6,61,2,3394.67
839,931756,Eixample,98.0,Sant Antoni,2,333,4,261.33
845,936734,Sants-Montjuïc,70.0,el Poble Sec,4,278,3,507.5
846,936781,Gràcia,90.0,la Salut,4,289,3,570.0
849,936900,Sants-Montjuïc,80.0,la Font de la Guatlla,2,44,5,2140.0
855,937657,Les Corts,100.0,les Corts,5,33,2,2766.67
858,938557,Eixample,80.0,Sant Antoni,2,117,32,1653.33
863,940338,Eixample,300.0,la Dreta de l'Eixample,6,258,2,2675.0
864,940374,Sant Martí,85.0,el Clot,3,217,1,1048.33
865,942410,Sant Martí,86.0,Provençals del Poblenou,4,141,6,1605.33
868,945007,Eixample,89.0,la Sagrada Família,5,111,3,1883.83
869,945564,Eixample,120.0,la Dreta de l'Eixample,5,67,3,2980.0
870,946122,Sant Martí,126.0,la Vila Olímpica del Poblenou,4,293,3,756.0
871,946881,Eixample,119.0,la Nova Esquerra de l'Eixample,4,90,3,2727.08
874,948851,Ciutat Vella,169.0,el Barri Gòtic,4,17,1,4901.0
876,951364,Eixample,90.0,l'Antiga Esquerra de l'Eixample,4,307,2,435.0
880,956256,Eixample,80.0,Sant Antoni,5,169,3,1306.67
882,957402,Sants-Montjuïc,87.0,el Poble Sec,2,314,3,369.75
883,957657,Sants-Montjuïc,80.0,el Poble Sec,6,244,3,806.67
886,958946,Eixample,185.0,Sant Antoni,5,296,5,1063.75
887,959089,Sarrià-Sant Gervasi,238.0,el Putxet i el Farró,4,305,2,1190.0
892,961548,Gràcia,92.0,la Vila de Gràcia,4,7,3,2744.67
893,963109,Ciutat Vella,170.0,el Barri Gòtic,6,171,3,2748.33
894,963289,Eixample,117.0,la Nova Esquerra de l'Eixample,6,231,2,1306.5
898,965681,Eixample,100.0,l'Antiga Esquerra de l'Eixample,6,325,3,333.33
899,965712,Eixample,99.0,l'Antiga Esquerra de l'Eixample,6,314,3,420.75
902,966910,Sants-Montjuïc,90.0,el Poble Sec,2,303,3,465.0
907,973013,Eixample,92.0,la Sagrada Família,3,324,3,314.33
908,976595,Eixample,186.0,la Dreta de l'Eixample,4,79,3,4433.0
909,977496,Eixample,135.0,la Sagrada Família,6,324,2,461.25
910,977631,Eixample,60.0,l'Antiga Esquerra de l'Eixample,4,150,1,1075.0
911,977745,Les Corts,60.0,les Corts,3,156,1,1045.0
913,979073,Gràcia,80.0,el Camp d'en Grassot i Gràcia Nova,4,303,1,413.33
914,979914,Eixample,170.0,Sant Antoni,5,314,3,722.5
921,982915,Gràcia,59.0,el Camp d'en Grassot i Gràcia Nova,6,257,3,531.0
923,984985,Gràcia,43.0,la Vila de Gràcia,2,267,3,351.17
926,986015,Gràcia,110.0,la Vila de Gràcia,6,250,5,1054.17
927,986101,Sants-Montjuïc,55.0,el Poble Sec,4,343,3,100.83
928,986639,Ciutat Vella,200.0,el Barri Gòtic,5,292,3,1216.67
929,986692,Gràcia,70.0,el Camp d'en Grassot i Gràcia Nova,5,163,1,1178.33
930,986867,Sarrià-Sant Gervasi,150.0,Sant Gervasi - Galvany,4,326,3,487.5
934,988755,Sarrià-Sant Gervasi,150.0,Sant Gervasi - Galvany,4,340,2,312.5
935,988917,Eixample,89.0,la Nova Esquerra de l'Eixample,4,270,1,704.58
939,996059,Eixample,108.0,l'Antiga Esquerra de l'Eixample,5,31,4,3006.0
940,996713,Ciutat Vella,29.0,"Sant Pere, Santa Caterina i la Ribera",2,9,1,860.33
941,997513,Eixample,120.0,la Sagrada Família,2,29,4,3360.0
942,998726,Sant Martí,115.0,el Camp de l'Arpa del Clot,4,298,3,642.08
947,1002372,Sant Martí,75.0,el Poblenou,5,319,1,287.5
955,1005754,Eixample,115.0,la Dreta de l'Eixample,4,64,3,2884.58
959,1007939,Gràcia,79.0,la Vila de Gràcia,4,292,2,480.58
963,1010589,Sants-Montjuïc,99.0,el Poble Sec,6,107,3,2128.5
964,1011083,Sants-Montjuïc,110.0,el Poble Sec,4,285,2,733.33
965,1013513,Eixample,129.0,el Fort Pienc,4,52,2,3364.75
966,1014822,Sants-Montjuïc,100.0,la Font de la Guatlla,6,69,3,2466.67
973,1018647,Les Corts,50.0,la Maternitat i Sant Ramon,4,152,2,887.5
974,1020452,Sants-Montjuïc,81.0,la Font de la Guatlla,6,111,7,1714.5
977,1021389,Sants-Montjuïc,120.0,el Poble Sec,4,337,3,280.0
979,1023985,Eixample,115.0,la Sagrada Família,5,302,3,603.75
981,1025705,Sants-Montjuïc,85.0,Sants,3,297,1,481.67
982,1025707,Eixample,101.0,la Sagrada Família,6,345,3,168.33
983,1026452,Sant Martí,135.0,Diagonal Mar i el Front Marítim del Poblenou,6,347,5,202.5
985,1027718,Sants-Montjuïc,89.0,el Poble Sec,3,240,3,927.08
986,1027732,Sants-Montjuïc,99.0,el Poble Sec,3,221,3,1188.0
987,1028836,Eixample,150.0,la Nova Esquerra de l'Eixample,6,357,2,100.0
988,1029587,Sant Martí,110.0,Provençals del Poblenou,6,274,3,834.17
989,1032836,Sants-Montjuïc,115.0,el Poble Sec,5,322,3,412.08
994,1034771,Ciutat Vella,180.0,el Raval,6,288,3,1155.0
996,1037668,Eixample,195.0,la Dreta de l'Eixample,6,111,1,4127.5
999,1039162,Gràcia,165.0,la Vila de Gràcia,6,322,3,591.25
1000,1039211,Sant Martí,102.0,el Poblenou,5,84,3,2388.5
1001,1041060,Gràcia,126.0,la Vila de Gràcia,4,328,3,388.5
1004,1044862,Sant Martí,105.0,el Camp de l'Arpa del Clot,2,300,1,568.75
1005,1044864,Sant Martí,51.0,el Camp de l'Arpa del Clot,2,205,1,680.0
1006,1047089,Gràcia,80.0,la Vila de Gràcia,5,228,1,913.33
1008,1052151,Nou Barris,80.0,Canyelles,5,225,2,933.33
1012,1060614,Eixample,132.0,el Fort Pienc,6,274,2,1001.0
1013,1061343,Sarrià-Sant Gervasi,99.0,les Tres Torres,4,298,1,552.75
1015,1064956,Sarrià-Sant Gervasi,79.0,les Tres Torres,2,305,1,395.0
1017,1067338,Eixample,170.0,la Nova Esquerra de l'Eixample,6,361,3,56.67
1020,1068523,Eixample,119.0,la Dreta de l'Eixample,4,241,2,1229.67
1022,1069572,Eixample,123.0,la Dreta de l'Eixample,5,326,3,399.75
1026,1071740,Sants-Montjuïc,599.0,Sants,4,351,2,698.83
1028,1073748,Sarrià-Sant Gervasi,175.0,"Vallvidrera, el Tibidabo i les Planes",4,264,3,1472.92
1029,1074100,Sants-Montjuïc,70.0,el Poble Sec,5,339,3,151.67
1030,1074936,Eixample,155.0,la Dreta de l'Eixample,5,286,2,1020.42
1032,1077851,Horta-Guinardó,78.0,la Teixonera,5,252,2,734.5
1034,1078049,Eixample,150.0,l'Antiga Esquerra de l'Eixample,4,223,2,1775.0
1036,1079887,Eixample,89.0,la Nova Esquerra de l'Eixample,4,313,2,385.67
1037,1082656,Eixample,149.0,la Dreta de l'Eixample,4,140,3,2793.75
1039,1084712,Sarrià-Sant Gervasi,75.0,Sant Gervasi - la Bonanova,2,315,32,312.5
1040,1085376,Eixample,44.0,el Fort Pienc,2,275,1,330.0
1041,1085881,Sant Martí,74.0,la Vila Olímpica del Poblenou,4,273,2,567.33
1043,1092321,Eixample,116.0,la Dreta de l'Eixample,5,315,5,483.33
1044,1092780,Gràcia,59.0,la Vila de Gràcia,6,142,2,1096.42
1050,1094548,Gràcia,95.0,la Vila de Gràcia,4,229,4,1076.67
1052,1094847,Sarrià-Sant Gervasi,62.0,Sarrià,2,294,2,366.83
1058,1100121,Gràcia,76.0,la Vila de Gràcia,2,215,2,950.0
1062,1102498,Eixample,91.0,la Dreta de l'Eixample,4,327,5,288.17
1063,1102747,Eixample,285.0,la Dreta de l'Eixample,5,94,1,6436.25
1064,1102856,Horta-Guinardó,59.0,Can Baró,4,177,2,924.33
1066,1106222,Sants-Montjuïc,85.0,Hostafrancs,6,338,3,191.25
1073,1109989,Eixample,75.0,Sant Antoni,5,78,2,1793.75
1074,1110057,Gràcia,113.0,la Vila de Gràcia,6,291,2,696.83
1075,1111226,Eixample,180.0,l'Antiga Esquerra de l'Eixample,5,96,1,4035.0
1076,1111406,Eixample,115.0,la Dreta de l'Eixample,4,85,1,2683.33
1078,1111410,Sants-Montjuïc,200.0,el Poble Sec,6,94,1,4516.67
1080,1111418,Eixample,190.0,l'Antiga Esquerra de l'Eixample,6,82,1,4480.83
1081,1111989,Nou Barris,123.0,Vilapicina i la Torre Llobeta,5,335,3,307.5
1083,1113540,Sants-Montjuïc,140.0,Hostafrancs,4,118,2,2881.67
1090,1124129,Gràcia,88.0,el Camp d'en Grassot i Gràcia Nova,4,296,3,506.0
1095,1132445,Sant Martí,90.0,el Camp de l'Arpa del Clot,6,317,3,360.0
1097,1136172,Sant Martí,200.0,el Poblenou,6,31,3,5566.67
1099,1136384,Eixample,185.0,l'Antiga Esquerra de l'Eixample,3,217,2,2281.67
1101,1139069,Les Corts,100.0,les Corts,4,29,2,2800.0
1102,1139434,Sant Martí,54.0,el Poblenou,4,215,2,675.0
